GEO.id,GEO.id2,GEO.display-label,HC01_VC03,HC02_VC03,HC03_VC03,HC04_VC03,HC01_VC32,HC02_VC32,HC03_VC32,HC04_VC32,HC01_VC34,HC02_VC34,HC03_VC34,HC04_VC34,HC01_VC37,HC02_VC37,HC03_VC37,HC04_VC37,HC01_VC39,HC02_VC39,HC03_VC39,HC04_VC39,HC01_VC43,HC02_VC43,HC03_VC43,HC04_VC43,HC01_VC44,HC02_VC44,HC03_VC44,HC04_VC44,HC01_VC45,HC02_VC45,HC03_VC45,HC04_VC45,HC01_VC48,HC02_VC48,HC03_VC48,HC04_VC48,HC01_VC49,HC02_VC49,HC03_VC49,HC04_VC49,HC01_VC50,HC02_VC50,HC03_VC50,HC04_VC50,HC01_VC51,HC02_VC51,HC03_VC51,HC04_VC51,HC01_VC55,HC02_VC55,HC03_VC55,HC04_VC55,HC01_VC56,HC02_VC56,HC03_VC56,HC04_VC56,HC01_VC63,HC02_VC63,HC03_VC63,HC04_VC63,HC01_VC64,HC02_VC64,HC03_VC64,HC04_VC64,HC01_VC68,HC02_VC68,HC03_VC68,HC04_VC68,HC01_VC70,HC02_VC70,HC03_VC70,HC04_VC70,HC01_VC74,HC02_VC74,HC03_VC74,HC04_VC74,HC01_VC77,HC02_VC77,HC03_VC77,HC04_VC77,HC01_VC78,HC02_VC78,HC03_VC78,HC04_VC78,HC01_VC79,HC02_VC79,HC03_VC79,HC04_VC79,HC01_VC87,HC02_VC87,HC03_VC87,HC04_VC87,HC01_VC88,HC02_VC88,HC03_VC88,HC04_VC88,HC01_VC89,HC02_VC89,HC03_VC89,HC04_VC89,HC01_VC93,HC02_VC93,HC03_VC93,HC04_VC93,HC01_VC94,HC02_VC94,HC03_VC94,HC04_VC94,HC01_VC95,HC02_VC95,HC03_VC95,HC04_VC95,HC01_VC100,HC02_VC100,HC03_VC100,HC04_VC100,HC01_VC102,HC02_VC102,HC03_VC102,HC04_VC102,HC01_VC104,HC02_VC104,HC03_VC104,HC04_VC104
1400000US17031832300,17031832300,"Census Tract 8323, Cook County, Illinois",2233,354,2233,(X),1775,199,1775,(X),957,153,53.9,4.3,73,56,73,(X),62,55,84.9,24.5,2233,354,2233,(X),2148,346,96.2,3.1,85,70,3.8,3.1,2148,346,96.2,3.1,1937,360,86.7,5.7,63,69,2.8,3.1,0,11,0.0,1.3,0,11,0.0,1.3,92,43,4.1,2.0,14,17,0.6,0.8,0,11,0.0,1.3,0,11,0.0,1.3,85,70,3.8,3.1,0,11,0.0,1.3,2233,354,2233,(X),2022,365,90.6,4.4,92,75,4.1,3.5,2233,354,2233,(X),472,376,21.1,14.3,360,321,16.1,12.6,1761,240,78.9,14.3,1521,216,68.1,12.9,63,69,2.8,3.1,85,70,3.8,3.1,85,70,3.8,3.1,1002,39,(X),(X)
1400000US17031832400,17031832400,"Census Tract 8324, Cook County, Illinois",3442,455,3442,(X),2778,335,2778,(X),1197,205,43.1,5.9,192,112,192,(X),98,78,51.0,23.1,3442,455,3442,(X),3395,454,98.6,1.1,47,38,1.4,1.1,3395,454,98.6,1.1,2914,462,84.7,5.6,79,56,2.3,1.7,6,11,0.2,0.3,0,11,0.0,0.9,194,95,5.6,2.8,5,9,0.1,0.2,0,11,0.0,0.9,0,11,0.0,0.9,47,38,1.4,1.1,0,11,0.0,0.9,3442,455,3442,(X),2961,461,86.0,5.3,88,60,2.6,1.8,3442,455,3442,(X),1629,478,47.3,9.2,967,453,28.1,11.6,1813,262,52.7,9.2,1504,253,43.7,8.6,79,56,2.3,1.7,36,35,1.0,1.0,36,35,1.0,1.0,1331,73,(X),(X)
1400000US17031832500,17031832500,"Census Tract 8325, Cook County, Illinois",3602,345,3602,(X),2898,312,2898,(X),1431,211,49.4,5.6,379,102,379,(X),230,78,60.7,11.8,3602,345,3602,(X),3516,337,97.6,2.2,86,79,2.4,2.2,3516,337,97.6,2.2,3046,332,84.6,5.4,277,140,7.7,3.8,20,32,0.6,0.9,0,11,0.0,0.8,75,42,2.1,1.2,3,5,0.1,0.1,0,11,0.0,0.8,0,11,0.0,0.8,86,79,2.4,2.2,0,11,0.0,0.8,3602,345,3602,(X),3122,339,86.7,5.1,294,139,8.2,3.7,3602,345,3602,(X),397,180,11.0,5.1,179,136,5.0,3.8,3205,378,89.0,5.1,2773,353,77.0,6.0,277,140,7.7,3.8,80,76,2.2,2.1,80,76,2.2,2.1,1501,64,(X),(X)
1400000US17031832600,17031832600,"Census Tract 8326, Cook County, Illinois",4269,316,4269,(X),3539,229,3539,(X),1809,191,51.1,5.1,179,74,179,(X),56,46,31.3,20.6,4269,316,4269,(X),4239,318,99.3,0.6,30,26,0.7,0.6,4239,318,99.3,0.6,3969,317,93.0,3.7,102,98,2.4,2.3,62,95,1.5,2.2,0,11,0.0,0.7,93,79,2.2,1.9,43,70,1.0,1.6,0,11,0.0,0.7,0,11,0.0,0.7,30,26,0.7,0.6,0,11,0.0,0.7,4269,316,4269,(X),3999,315,93.7,3.7,102,98,2.4,2.3,4269,316,4269,(X),252,189,5.9,4.3,156,177,3.7,4.0,4017,299,94.1,4.3,3740,313,87.6,5.8,101,98,2.4,2.3,30,26,0.7,0.6,30,26,0.7,0.6,2015,45,(X),(X)
1400000US17031832900,17031832900,"Census Tract 8329, Cook County, Illinois",2455,369,2455,(X),2148,333,2148,(X),1017,226,47.3,8.0,206,57,206,(X),109,37,52.9,19.7,2455,369,2455,(X),2333,337,95.0,4.2,122,108,5.0,4.2,2333,337,95.0,4.2,1589,202,64.7,8.9,70,56,2.9,2.3,0,11,0.0,1.2,0,11,0.0,1.2,633,290,25.8,9.1,138,219,5.6,8.4,0,11,0.0,1.2,0,11,0.0,1.2,122,108,5.0,4.2,0,11,0.0,1.2,2455,369,2455,(X),1708,238,69.6,8.6,70,56,2.9,2.3,2455,369,2455,(X),223,111,9.1,4.2,175,96,7.1,3.7,2232,341,90.9,4.2,1472,193,60.0,9.0,70,56,2.9,2.3,69,61,2.8,2.4,69,61,2.8,2.4,1150,62,(X),(X)
1400000US17031833000,17031833000,"Census Tract 8330, Cook County, Illinois",2534,312,2534,(X),2344,301,2344,(X),1070,160,45.6,5.2,210,96,210,(X),83,42,39.5,22.2,2534,312,2534,(X),2477,305,97.8,1.7,57,44,2.2,1.7,2477,305,97.8,1.7,1957,234,77.2,7.0,336,185,13.3,6.4,0,11,0.0,1.2,0,11,0.0,1.2,179,92,7.1,3.6,6,10,0.2,0.4,0,11,0.0,1.2,0,11,0.0,1.2,57,44,2.2,1.7,0,11,0.0,1.2,2534,312,2534,(X),2014,243,79.5,7.1,371,189,14.6,6.4,2534,312,2534,(X),38,36,1.5,1.4,0,11,0.0,1.2,2496,312,98.5,1.4,1924,240,75.9,7.1,336,185,13.3,6.4,57,44,2.2,1.7,57,44,2.2,1.7,1650,92,(X),(X)
1400000US17031833100,17031833100,"Census Tract 8331, Cook County, Illinois",7113,455,7113,(X),6498,421,6498,(X),3255,338,50.1,3.9,488,127,488,(X),252,82,51.6,12.2,7113,455,7113,(X),6989,452,98.3,0.9,124,66,1.7,0.9,6989,452,98.3,0.9,5038,435,70.8,5.0,930,268,13.1,3.5,0,16,0.0,0.4,0,16,0.0,0.4,951,299,13.4,4.1,19,30,0.3,0.4,0,16,0.0,0.4,0,16,0.0,0.4,124,66,1.7,0.9,0,16,0.0,0.4,7113,455,7113,(X),5157,435,72.5,4.9,966,273,13.6,3.6,7113,455,7113,(X),365,150,5.1,2.1,208,130,2.9,1.8,6748,476,94.9,2.1,4794,456,67.4,5.4,911,266,12.8,3.5,92,51,1.3,0.7,92,51,1.3,0.7,4052,150,(X),(X)
1400000US17031833300,17031833300,"Census Tract 8333, Cook County, Illinois",2267,364,2267,(X),2061,326,2061,(X),1067,260,51.8,9.6,172,81,172,(X),105,76,61.0,22.7,2267,364,2267,(X),2215,346,97.7,2.8,52,66,2.3,2.8,2215,346,97.7,2.8,1479,292,65.2,10.0,163,125,7.2,5.1,0,11,0.0,1.3,0,11,0.0,1.3,524,218,23.1,9.0,41,68,1.8,3.0,0,11,0.0,1.3,0,11,0.0,1.3,52,66,2.3,2.8,0,11,0.0,1.3,2267,364,2267,(X),1510,299,66.6,10.0,184,130,8.1,5.2,2267,364,2267,(X),330,166,14.6,6.5,221,139,9.7,5.9,1937,319,85.4,6.5,1229,254,54.2,9.2,163,125,7.2,5.1,31,33,1.4,1.4,25,31,1.1,1.3,1031,74,(X),(X)
1400000US17031833900,17031833900,"Census Tract 8339, Cook County, Illinois",2450,354,2450,(X),1663,266,1663,(X),1025,171,61.6,5.1,275,83,275,(X),150,58,54.5,12.1,2450,354,2450,(X),2450,354,100.0,1.2,0,11,0.0,1.2,2450,354,100.0,1.2,964,319,39.3,11.7,1086,276,44.3,9.3,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,0,11,0.0,1.2,2450,354,2450,(X),964,319,39.3,11.7,1086,276,44.3,9.3,2450,354,2450,(X),1341,308,54.7,9.3,952,235,38.9,9.4,1109,273,45.3,9.3,34,35,1.4,1.5,1075,272,43.9,9.2,0,11,0.0,1.2,0,11,0.0,1.2,1127,43,(X),(X)
1400000US17031834000,17031834000,"Census Tract 8340, Cook County, Illinois",3822,487,3822,(X),2588,286,2588,(X),1371,175,53.0,6.4,464,135,464,(X),319,93,68.8,8.9,3822,487,3822,(X),3679,489,96.3,5.2,143,199,3.7,5.2,3679,489,96.3,5.2,86,94,2.3,2.4,3593,478,94.0,5.7,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,143,199,3.7,5.2,135,198,3.5,5.2,3822,487,3822,(X),94,93,2.5,2.4,3736,475,97.7,2.4,3822,487,3822,(X),138,154,3.6,3.9,85,129,2.2,3.3,3684,462,96.4,3.9,0,11,0.0,0.8,3541,468,92.6,6.5,143,199,3.7,5.2,143,199,3.7,5.2,1505,47,(X),(X)
1400000US17031834200,17031834200,"Census Tract 8342, Cook County, Illinois",4759,689,4759,(X),3693,428,3693,(X),2253,319,61.0,4.9,626,169,626,(X),417,158,66.6,15.9,4759,689,4759,(X),4743,686,99.7,0.5,16,25,0.3,0.5,4743,686,99.7,0.5,40,60,0.8,1.2,4703,680,98.8,1.4,0,11,0.0,0.6,0,11,0.0,0.6,0,11,0.0,0.6,0,11,0.0,0.6,0,11,0.0,0.6,0,11,0.0,0.6,16,25,0.3,0.5,16,25,0.3,0.5,4759,689,4759,(X),40,60,0.8,1.2,4719,683,99.2,1.2,4759,689,4759,(X),60,68,1.3,1.4,32,47,0.7,1.0,4699,677,98.7,1.4,40,60,0.8,1.2,4643,666,97.6,1.6,16,25,0.3,0.5,16,25,0.3,0.5,2549,71,(X),(X)
1400000US17031834300,17031834300,"Census Tract 8343, Cook County, Illinois",6341,507,6341,(X),5143,388,5143,(X),2861,317,55.6,4.9,1136,181,1136,(X),721,135,63.5,7.5,6341,507,6341,(X),6309,513,99.5,0.6,32,37,0.5,0.6,6309,513,99.5,0.6,43,63,0.7,1.0,6223,528,98.1,1.7,0,16,0.0,0.5,0,16,0.0,0.5,43,48,0.7,0.8,43,48,0.7,0.8,0,16,0.0,0.5,0,16,0.0,0.5,32,37,0.5,0.6,12,19,0.2,0.3,6341,507,6341,(X),43,63,0.7,1.0,6255,520,98.6,1.3,6341,507,6341,(X),1,2,0.0,0.1,0,16,0.0,0.5,6340,507,100.0,0.1,42,64,0.7,1.0,6223,528,98.1,1.7,32,37,0.5,0.6,32,37,0.5,0.6,2860,64,(X),(X)
1400000US17031834400,17031834400,"Census Tract 8344, Cook County, Illinois",3943,580,3943,(X),2742,320,2742,(X),1715,211,62.5,4.1,410,92,410,(X),225,75,54.9,12.5,3943,580,3943,(X),3825,573,97.0,1.8,118,73,3.0,1.8,3825,573,97.0,1.8,126,72,3.2,1.9,3674,580,93.2,3.3,6,11,0.2,0.3,0,11,0.0,0.8,19,26,0.5,0.6,0,11,0.0,0.8,0,11,0.0,0.8,0,11,0.0,0.8,118,73,3.0,1.8,13,22,0.3,0.6,3943,580,3943,(X),231,120,5.9,3.1,3756,585,95.3,2.8,3943,580,3943,(X),47,39,1.2,1.0,42,38,1.1,1.0,3896,582,98.8,1.0,112,66,2.8,1.7,3647,583,92.5,3.3,118,73,3.0,1.8,118,73,3.0,1.8,1953,60,(X),(X)
1400000US17031834500,17031834500,"Census Tract 8345, Cook County, Illinois",1619,318,1619,(X),884,177,884,(X),561,95,63.5,6.7,77,41,77,(X),49,32,63.6,23.9,1619,318,1619,(X),1524,290,94.1,7.9,95,133,5.9,7.9,1524,290,94.1,7.9,40,53,2.5,3.3,1480,289,91.4,8.3,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,95,133,5.9,7.9,0,11,0.0,1.8,1619,318,1619,(X),123,142,7.6,8.4,1575,317,97.3,3.4,1619,318,1619,(X),56,56,3.5,3.5,0,11,0.0,1.8,1563,317,96.5,3.5,0,11,0.0,1.8,1480,289,91.4,8.3,83,132,5.1,7.9,83,132,5.1,7.9,708,48,(X),(X)
1400000US17031834600,17031834600,"Census Tract 8346, Cook County, Illinois",3150,619,3150,(X),2256,399,2256,(X),1243,245,55.1,6.0,283,79,283,(X),201,51,71.0,15.2,3150,619,3150,(X),3140,614,99.7,0.6,10,18,0.3,0.6,3140,614,99.7,0.6,67,82,2.1,2.6,3064,604,97.3,2.6,0,11,0.0,0.9,0,11,0.0,0.9,9,20,0.3,0.6,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,10,18,0.3,0.6,10,18,0.3,0.6,3150,619,3150,(X),67,82,2.1,2.6,3074,608,97.6,2.5,3150,619,3150,(X),0,11,0.0,0.9,0,11,0.0,0.9,3150,619,100.0,0.9,67,82,2.1,2.6,3064,604,97.3,2.6,10,18,0.3,0.6,10,18,0.3,0.6,1624,87,(X),(X)
1400000US17031834700,17031834700,"Census Tract 8347, Cook County, Illinois",2020,384,2020,(X),1533,320,1533,(X),802,157,52.3,6.1,281,96,281,(X),203,75,72.2,10.8,2020,384,2020,(X),1952,388,96.6,4.1,68,84,3.4,4.1,1952,388,96.6,4.1,31,41,1.5,2.1,1916,386,94.9,3.8,0,11,0.0,1.5,0,11,0.0,1.5,0,11,0.0,1.5,0,11,0.0,1.5,0,11,0.0,1.5,0,11,0.0,1.5,68,84,3.4,4.1,0,11,0.0,1.5,2020,384,2020,(X),92,77,4.6,3.8,1984,386,98.2,2.1,2020,384,2020,(X),39,56,1.9,2.8,32,48,1.6,2.4,1981,389,98.1,2.8,5,6,0.2,0.3,1903,388,94.2,4.0,68,84,3.4,4.1,61,84,3.0,4.1,1022,64,(X),(X)
1400000US17031834800,17031834800,"Census Tract 8348, Cook County, Illinois",1813,334,1813,(X),1324,283,1324,(X),875,181,66.1,7.5,259,91,259,(X),197,76,76.1,11.8,1813,334,1813,(X),1809,334,99.8,0.4,4,8,0.2,0.4,1809,334,99.8,0.4,6,8,0.3,0.5,1794,338,99.0,1.2,0,11,0.0,1.6,0,11,0.0,1.6,9,16,0.5,0.9,0,11,0.0,1.6,0,11,0.0,1.6,0,11,0.0,1.6,4,8,0.2,0.4,4,8,0.2,0.4,1813,334,1813,(X),6,8,0.3,0.5,1798,338,99.2,1.0,1813,334,1813,(X),0,11,0.0,1.6,0,11,0.0,1.6,1813,334,100.0,1.6,6,8,0.3,0.5,1794,338,99.0,1.2,4,8,0.2,0.4,4,8,0.2,0.4,1112,39,(X),(X)
1400000US17031834900,17031834900,"Census Tract 8349, Cook County, Illinois",2322,414,2322,(X),1587,227,1587,(X),1001,175,63.1,5.7,425,85,425,(X),239,70,56.2,12.0,2322,414,2322,(X),2281,406,98.2,2.7,41,64,1.8,2.7,2281,406,98.2,2.7,29,40,1.2,1.7,2245,406,96.7,3.7,0,11,0.0,1.3,0,11,0.0,1.3,0,11,0.0,1.3,0,11,0.0,1.3,7,12,0.3,0.5,7,12,0.3,0.5,41,64,1.8,2.7,0,11,0.0,1.3,2322,414,2322,(X),70,87,3.0,3.6,2286,412,98.4,1.8,2322,414,2322,(X),16,34,0.7,1.4,0,11,0.0,1.3,2306,417,99.3,1.4,13,20,0.6,0.8,2245,406,96.7,3.7,41,64,1.8,2.7,41,64,1.8,2.7,1040,59,(X),(X)
1400000US17031835000,17031835000,"Census Tract 8350, Cook County, Illinois",5713,745,5713,(X),3751,426,3751,(X),1984,241,52.9,5.1,503,114,503,(X),294,91,58.4,11.9,5713,745,5713,(X),5650,746,98.9,1.2,63,69,1.1,1.2,5650,746,98.9,1.2,863,412,15.1,7.1,3386,761,59.3,9.7,0,16,0.0,0.5,0,16,0.0,0.5,59,75,1.0,1.3,58,75,1.0,1.3,0,16,0.0,0.5,0,16,0.0,0.5,63,69,1.1,1.2,0,16,0.0,0.5,5713,745,5713,(X),890,419,15.6,7.2,3438,767,60.2,9.7,5713,745,5713,(X),2104,576,36.8,9.7,1784,526,31.2,9.2,3609,780,63.2,9.7,166,115,2.9,2.0,3368,762,59.0,9.7,16,25,0.3,0.4,16,25,0.3,0.4,2286,55,(X),(X)
1400000US17031835100,17031835100,"Census Tract 8351, Cook County, Illinois",5492,598,5492,(X),3662,400,3662,(X),1757,187,48.0,3.8,182,66,182,(X),138,67,75.8,19.2,5492,598,5492,(X),5289,648,96.3,3.5,203,184,3.7,3.5,5289,648,96.3,3.5,2626,562,47.8,9.4,889,241,16.2,4.1,0,16,0.0,0.5,0,16,0.0,0.5,12,19,0.2,0.3,0,16,0.0,0.5,0,16,0.0,0.5,0,16,0.0,0.5,203,184,3.7,3.5,0,16,0.0,0.5,5492,598,5492,(X),2710,546,49.3,9.6,1079,216,19.6,3.9,5492,598,5492,(X),4475,558,81.5,4.1,4203,550,76.5,5.1,1017,241,18.5,4.1,143,85,2.6,1.6,862,251,15.7,4.2,0,16,0.0,0.5,0,16,0.0,0.5,1475,47,(X),(X)
1400000US17031835200,17031835200,"Census Tract 8352, Cook County, Illinois",1769,250,1769,(X),1362,210,1362,(X),700,109,51.4,4.1,207,83,207,(X),104,46,50.2,14.9,1769,250,1769,(X),1764,251,99.7,0.4,5,8,0.3,0.4,1764,251,99.7,0.4,1167,259,66.0,12.5,6,9,0.3,0.5,5,8,0.3,0.4,0,11,0.0,1.7,71,67,4.0,3.8,0,11,0.0,1.7,0,11,0.0,1.7,0,11,0.0,1.7,5,8,0.3,0.4,0,11,0.0,1.7,1769,250,1769,(X),1172,259,66.3,12.5,6,9,0.3,0.5,1769,250,1769,(X),987,250,55.8,7.8,852,280,48.2,11.9,782,108,44.2,7.8,705,118,39.9,7.9,6,9,0.3,0.5,0,11,0.0,1.7,0,11,0.0,1.7,689,40,(X),(X)
1400000US17031835500,17031835500,"Census Tract 8355, Cook County, Illinois",1545,235,1545,(X),1176,135,1176,(X),537,106,45.7,6.9,360,74,360,(X),141,49,39.2,10.4,1545,235,1545,(X),1522,234,98.5,2.1,23,33,1.5,2.1,1522,234,98.5,2.1,87,91,5.6,5.7,1305,260,84.5,9.8,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,23,33,1.5,2.1,0,11,0.0,1.9,1545,235,1545,(X),110,107,7.1,6.7,1328,258,86.0,9.2,1545,235,1545,(X),197,144,12.8,9.3,197,144,12.8,9.3,1348,261,87.2,9.3,32,35,2.1,2.3,1305,260,84.5,9.8,11,16,0.7,1.0,11,16,0.7,1.0,1013,32,(X),(X)
1400000US17031835600,17031835600,"Census Tract 8356, Cook County, Illinois",1253,253,1253,(X),936,205,936,(X),577,105,61.6,8.8,191,53,191,(X),108,48,56.5,23.9,1253,253,1253,(X),1253,253,100.0,2.4,0,11,0.0,2.4,1253,253,100.0,2.4,24,26,1.9,2.0,1229,251,98.1,2.0,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,0,11,0.0,2.4,1253,253,1253,(X),24,26,1.9,2.0,1229,251,98.1,2.0,1253,253,1253,(X),8,18,0.6,1.4,8,18,0.6,1.4,1245,252,99.4,1.4,16,20,1.3,1.6,1229,251,98.1,2.0,0,11,0.0,2.4,0,11,0.0,2.4,559,31,(X),(X)
1400000US17031835700,17031835700,"Census Tract 8357, Cook County, Illinois",230,78,230,(X),161,59,161,(X),100,43,62.1,5.2,0,11,0,(X),0,11,-,**,230,78,230,(X),210,73,91.3,12.4,20,30,8.7,12.4,210,73,91.3,12.4,0,11,0.0,12.2,210,73,91.3,12.4,0,11,0.0,12.2,0,11,0.0,12.2,0,11,0.0,12.2,0,11,0.0,12.2,0,11,0.0,12.2,0,11,0.0,12.2,20,30,8.7,12.4,0,11,0.0,12.2,230,78,230,(X),20,30,8.7,12.4,230,78,100.0,12.2,230,78,230,(X),0,11,0.0,12.2,0,11,0.0,12.2,230,78,100.0,12.2,0,11,0.0,12.2,210,73,91.3,12.4,20,30,8.7,12.4,20,30,8.7,12.4,71,22,(X),(X)
1400000US17031835800,17031835800,"Census Tract 8358, Cook County, Illinois",1439,272,1439,(X),1088,171,1088,(X),602,99,55.3,6.1,88,45,88,(X),49,28,55.7,20.6,1439,272,1439,(X),1429,273,99.3,1.2,10,17,0.7,1.2,1429,273,99.3,1.2,25,25,1.7,1.7,1385,264,96.2,3.9,0,11,0.0,2.1,0,11,0.0,2.1,19,32,1.3,2.2,0,11,0.0,2.1,0,11,0.0,2.1,0,11,0.0,2.1,10,17,0.7,1.2,0,11,0.0,2.1,1439,272,1439,(X),35,30,2.4,2.1,1395,262,96.9,3.7,1439,272,1439,(X),29,30,2.0,2.1,16,19,1.1,1.4,1410,269,98.0,2.1,12,12,0.8,0.8,1379,264,95.8,4.0,0,11,0.0,2.1,0,11,0.0,2.1,800,73,(X),(X)
1400000US17031835900,17031835900,"Census Tract 8359, Cook County, Illinois",3494,372,3494,(X),2568,235,2568,(X),1643,198,64.0,5.5,427,80,427,(X),319,90,74.7,12.0,3494,372,3494,(X),3445,380,98.6,1.5,49,51,1.4,1.5,3445,380,98.6,1.5,84,83,2.4,2.3,3150,394,90.2,6.3,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,0,11,0.0,0.9,49,51,1.4,1.5,0,11,0.0,0.9,3494,372,3494,(X),87,84,2.5,2.3,3196,374,91.5,5.5,3494,372,3494,(X),139,135,4.0,3.8,139,135,4.0,3.8,3355,374,96.0,3.8,79,82,2.3,2.3,3128,400,89.5,6.5,49,51,1.4,1.5,49,51,1.4,1.5,1817,65,(X),(X)
1400000US17031836000,17031836000,"Census Tract 8360, Cook County, Illinois",2658,382,2658,(X),1911,246,1911,(X),1121,148,58.7,5.0,116,49,116,(X),97,45,83.6,13.2,2658,382,2658,(X),2578,378,97.0,2.1,80,57,3.0,2.1,2578,378,97.0,2.1,40,34,1.5,1.3,2460,378,92.6,4.0,1,3,0.0,0.1,0,11,0.0,1.1,17,27,0.6,1.0,0,11,0.0,1.1,13,21,0.5,0.8,0,11,0.0,1.1,80,57,3.0,2.1,12,19,0.5,0.7,2658,382,2658,(X),99,72,3.7,2.7,2540,378,95.6,3.0,2658,382,2658,(X),47,63,1.8,2.4,41,63,1.5,2.4,2611,380,98.2,2.4,40,34,1.5,1.3,2460,378,92.6,4.0,80,57,3.0,2.1,71,55,2.7,2.0,1208,80,(X),(X)
1400000US17031836100,17031836100,"Census Tract 8361, Cook County, Illinois",1681,303,1681,(X),1167,178,1167,(X),700,112,60.0,8.4,158,56,158,(X),92,37,58.2,15.4,1681,303,1681,(X),1681,303,100.0,1.8,0,11,0.0,1.8,1681,303,100.0,1.8,13,12,0.8,0.7,1668,302,99.2,0.7,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,1681,303,1681,(X),13,12,0.8,0.7,1668,302,99.2,0.7,1681,303,1681,(X),82,122,4.9,7.2,39,60,2.3,3.5,1599,306,95.1,7.2,11,12,0.7,0.7,1588,304,94.5,7.2,0,11,0.0,1.8,0,11,0.0,1.8,847,74,(X),(X)
1400000US17031836200,17031836200,"Census Tract 8362, Cook County, Illinois",1499,326,1499,(X),1406,333,1406,(X),682,246,48.5,7.9,21,17,21,(X),12,11,57.1,28.2,1499,326,1499,(X),1470,329,98.1,1.6,29,23,1.9,1.6,1470,329,98.1,1.6,1084,215,72.3,7.1,93,61,6.2,3.3,5,9,0.3,0.6,0,11,0.0,2.0,274,121,18.3,5.7,31,42,2.1,2.5,0,11,0.0,2.0,0,11,0.0,2.0,29,23,1.9,1.6,0,11,0.0,2.0,1499,326,1499,(X),1113,212,74.2,7.2,93,61,6.2,3.3,1499,326,1499,(X),33,35,2.2,2.6,11,16,0.7,1.2,1466,340,97.8,2.6,1058,218,70.6,6.3,93,61,6.2,3.3,29,23,1.9,1.6,25,23,1.7,1.6,247,59,(X),(X)
1400000US17031836300,17031836300,"Census Tract 8363, Cook County, Illinois",1577,207,1577,(X),1320,155,1320,(X),683,99,51.7,5.7,216,88,216,(X),123,56,56.9,13.3,1577,207,1577,(X),1522,208,96.5,3.9,55,62,3.5,3.9,1522,208,96.5,3.9,386,124,24.5,7.8,1074,204,68.1,7.3,0,11,0.0,1.9,0,11,0.0,1.9,62,57,3.9,3.7,0,11,0.0,1.9,0,11,0.0,1.9,0,11,0.0,1.9,55,62,3.5,3.9,0,11,0.0,1.9,1577,207,1577,(X),441,115,28.0,7.1,1112,213,70.5,7.8,1577,207,1577,(X),30,22,1.9,1.5,9,11,0.6,0.7,1547,209,98.1,1.5,356,118,22.6,7.3,1074,204,68.1,7.3,55,62,3.5,3.9,55,62,3.5,3.9,780,29,(X),(X)
1400000US17031836400,17031836400,"Census Tract 8364, Cook County, Illinois",3114,312,3114,(X),2282,212,2282,(X),1336,142,58.5,3.8,460,108,460,(X),265,80,57.6,11.0,3114,312,3114,(X),3100,311,99.6,0.5,14,17,0.4,0.5,3100,311,99.6,0.5,133,65,4.3,2.0,2881,322,92.5,3.5,0,11,0.0,1.0,0,11,0.0,1.0,56,66,1.8,2.1,12,18,0.4,0.6,0,11,0.0,1.0,0,11,0.0,1.0,14,17,0.4,0.5,0,11,0.0,1.0,3114,312,3114,(X),147,66,4.7,2.1,2892,323,92.9,3.5,3114,312,3114,(X),121,79,3.9,2.5,67,63,2.2,2.0,2993,320,96.1,2.5,86,43,2.8,1.4,2837,325,91.1,3.4,14,17,0.4,0.5,14,17,0.4,0.5,1740,59,(X),(X)
1400000US17031836500,17031836500,"Census Tract 8365, Cook County, Illinois",1646,225,1646,(X),1047,173,1047,(X),795,137,75.9,7.2,45,32,45,(X),30,22,66.7,22.5,1646,225,1646,(X),1646,225,100.0,1.8,0,11,0.0,1.8,1646,225,100.0,1.8,72,86,4.4,5.0,1574,211,95.6,5.0,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,0,11,0.0,1.8,1646,225,1646,(X),72,86,4.4,5.0,1574,211,95.6,5.0,1646,225,1646,(X),53,84,3.2,4.9,53,84,3.2,4.9,1593,215,96.8,4.9,19,28,1.2,1.7,1574,211,95.6,5.0,0,11,0.0,1.8,0,11,0.0,1.8,714,50,(X),(X)
