Name,License Description,Application Type,License Term Start Date,License Term Expiration Date,Date Issued,Latitude,Longitude,Location
111Th Street Super Save,Filling Station,Issue,05-03-2013,05-15-2015,05-03-2013,41.69253704,-87.62324927,"(41.692537041934436, -87.62324926529826)"
Papyrus Press Inc,Regulated Business License,Renew,11-16-2013,11-15-2015,10-04-2013,41.90052616,-87.71268259,"(41.9005261599876, -87.71268258795894)"
Halcon Corporation,Limited Business License,Renew,05-16-2014,05-15-2016,03-25-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Amstar Fuel & Mini Mart,Tobacco Retail Over Counter,Renew,08-16-2013,08-15-2015,08-02-2013,41.74771621,-87.60528455,"(41.74771621096999, -87.60528454646922)"
Fifth Street Consulting,Regulated Business License,Issue,04-24-2013,05-15-2015,04-24-2013,42.00478542,-87.6607112,"(42.00478541949803, -87.66071119802535)"
Benny'S Pizza,Retail Food Establishment,Issue,11-19-2014,12-15-2016,11-19-2014,41.85803142,-87.65822434,"(41.85803142125194, -87.6582243375243)"
Frye Claims Consultation And Administration,Limited Business License,Renew,05-16-2013,05-15-2015,05-17-2013,,,
"Diamond Electric Contracting, Inc.",Limited Business License,Renew,12-16-2013,12-15-2015,11-04-2013,41.98261828,-87.78147428,"(41.982618279726516, -87.78147428364466)"
Grange Hall Burger Bar,Consumption on Premises - Incidental Activity,Renew,05-16-2014,05-15-2016,05-07-2014,41.88448745,-87.64919116,"(41.88448745290833, -87.64919115927871)"
K & L Realty,Limited Business License,Renew,12-16-2013,12-15-2015,05-07-2014,41.96791034,-87.7660396,"(41.967910335685005, -87.76603960005532)"
Triple A Service,Mobile Food License,Issue,08-06-2014,08-15-2016,08-06-2014,41.84467072,-87.65496222,"(41.84467072147077, -87.6549622241458)"
La Cantina Grill,Retail Food Establishment,Renew,06-16-2014,06-15-2016,05-07-2014,41.85627967,-87.62374907,"(41.85627966980036, -87.62374906633188)"
Club Gene & Georgetti,Consumption on Premises - Incidental Activity,Renew,02-16-2014,02-15-2016,01-21-2014,41.89080301,-87.63570316,"(41.89080300643308, -87.63570315685223)"
Luigi Stefani Pizzeria,Retail Food Establishment,Renew,03-16-2014,03-15-2016,02-13-2014,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
Benito Vega,Regulated Business License,Renew,02-16-2014,02-15-2016,02-21-2014,41.78442973,-87.71030816,"(41.784429733646704, -87.71030815458232)"
"Meathead Management, Llc",Retail Food Establishment,Renew,10-16-2014,10-15-2016,09-22-2014,41.9414762,-87.68837416,"(41.94147620344427, -87.68837416235483)"
Usa Nails,Limited Business License,Renew,10-16-2013,10-15-2015,09-20-2013,41.76553701,-87.72228836,"(41.765537006550986, -87.72228835731028)"
"Carniceria Y Fruteria ""Los Altos""",Retail Food Establishment,Renew,06-16-2013,06-15-2015,05-08-2013,41.82077153,-87.69940685,"(41.8207715298359, -87.6994068536533)"
Greyhound Lines Inc,Regulated Business License,Renew,11-16-2014,11-15-2016,11-05-2014,41.89905844,-87.6477305,"(41.899058437490844, -87.64773049523288)"
"Allscripts Healthcare, Llc",Limited Business License,Renew,05-16-2014,05-15-2016,04-14-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Harrison-Kedzie Currency #2,Limited Business License,Renew,09-16-2014,09-15-2016,09-16-2014,41.87192039,-87.70570617,"(41.871920392034816, -87.70570617327948)"
Drumbar,Tavern,Renew,01-16-2015,03-15-2017,12-10-2014,41.89913526,-87.62178526,"(41.899135254700184, -87.62178526239309)"
Sugar Fly Inc.,Limited Business License,Renew,05-16-2013,05-15-2015,05-02-2013,41.91020618,-87.68761771,"(41.910206175654636, -87.68761770612717)"
Courtyard By Marriott,Consumption on Premises - Incidental Activity,Renew,03-16-2015,03-15-2017,03-18-2015,41.89325125,-87.62279184,"(41.89325124631192, -87.62279184406287)"
Menchie'S,Retail Food Establishment,Issue,07-08-2014,07-15-2016,07-08-2014,41.92521233,-87.67192543,"(41.92521232759425, -87.67192542513618)"
Miss Muffet Restaurant,Retail Food Establishment,Renew,06-16-2013,06-15-2015,06-19-2013,41.78665418,-87.66453916,"(41.786654178265316, -87.66453915774333)"
Vincor Limited,Limited Business License,Renew,05-16-2013,05-15-2015,04-04-2013,,,
Mattress Zone Inc.,Limited Business License,Issue,10-23-2013,11-15-2015,10-23-2013,41.75790125,-87.72204773,"(41.757901249197865, -87.72204773146284)"
"Lakeview Ace Hardware, Inc.",Limited Business License,Renew,06-16-2014,06-15-2016,05-22-2014,41.9533456,-87.65436477,"(41.95334560293608, -87.65436477298609)"
Logan Square Auto Repair,Motor Vehicle Services License,Renew,11-16-2013,11-15-2015,12-18-2013,41.92557757,-87.70194253,"(41.92557757431093, -87.7019425342119)"
The Athlete'S Foot Store,Limited Business License,Renew,03-16-2014,03-15-2016,02-13-2014,42.01947555,-87.6698176,"(42.01947554656488, -87.66981759991221)"
Engineered Constructors,Limited Business License,Renew,05-16-2013,05-15-2015,04-05-2013,,,
Ruby Beauty Salon,Limited Business License,Renew,07-16-2014,07-15-2016,07-18-2014,41.7360551,-87.65273656,"(41.73605509901844, -87.65273655731461)"
Abcd Academy For Children Inc,Children's Services Facility License,Renew,08-16-2013,08-15-2015,07-29-2013,41.94619468,-87.75013989,"(41.946194676360044, -87.75013989276295)"
"Megaart, Inc",Limited Business License,Renew,10-16-2013,10-15-2015,09-06-2013,41.93828003,-87.79493169,"(41.93828002683798, -87.7949316890913)"
Save Way Warehouse Market Inc.,Retail Food Establishment,Issue,01-28-2014,02-15-2016,01-28-2014,41.87297585,-87.76144998,"(41.87297585378775, -87.76144998426264)"
Therieau Art And Frame,Limited Business License,Issue,05-13-2013,05-15-2015,05-13-2013,41.95145379,-87.67670991,"(41.95145378796373, -87.67670990586552)"
"Witech Company, Inc.",Limited Business License,Renew,05-16-2013,05-15-2015,04-11-2013,,,
Recycling Systems Inc/Lakeshore Waste Services Llc,Limited Business License,Issue,01-15-2014,01-15-2016,01-15-2014,41.83514681,-87.69511176,"(41.83514681000689, -87.69511176320789)"
Melvin Bornes,Peddler License,Issue,10-14-2014,10-15-2016,10-14-2014,41.86458072,-87.6522258,"(41.864580721777905, -87.65222579485655)"
On The Go Amoco Iii,Filling Station,Renew,10-16-2013,10-15-2015,09-12-2013,41.771267,-87.72271973,"(41.77126699771251, -87.72271972645436)"
7-Eleven,Tobacco Retail Over Counter,Renew,05-16-2014,05-15-2016,05-02-2014,41.86402921,-87.64697545,"(41.86402921092865, -87.64697545100596)"
"Ac Food Mart Plus, Inc.",Tobacco Retail Over Counter,Issue,08-07-2014,08-15-2016,08-07-2014,41.89899684,-87.71649382,"(41.89899683836391, -87.71649381851906)"
Lake Shore Symphony Orchestra Of Chicago,Raffles,Issue,06-02-2014,06-15-2015,06-02-2014,41.98135196,-87.70867192,"(41.9813519623745, -87.70867191793931)"
Koessel Inc,Limited Business License,Renew,08-16-2014,08-15-2016,07-11-2014,41.8501706,-87.72701196,"(41.85017059600243, -87.72701196326896)"
Protein Bar,Retail Food Establishment,Issue,06-21-2013,07-15-2015,06-21-2013,41.87992331,-87.63880254,"(41.8799233059124, -87.63880253891776)"
Genes Sausage Shop At Deli Meyer,Retail Food Establishment,Renew,09-16-2013,09-15-2015,08-27-2013,41.96775366,-87.68817172,"(41.96775365745214, -87.68817171608093)"
Carlson Bros Builders Inc,Limited Business License,Renew,02-16-2014,02-15-2016,01-21-2014,41.92368478,-87.79825063,"(41.92368478210426, -87.79825062959124)"
Alba Auto Service,Motor Vehicle Services License,Renew,07-16-2013,07-15-2015,05-29-2013,41.97133452,-87.66792161,"(41.97133452180205, -87.66792160883509)"
Little Sassy Divas,Regulated Business License,Issue,04-04-2014,04-15-2016,04-04-2014,41.81366622,-87.62634886,"(41.81366622169343, -87.6263488589931)"
Nick'S Pit Stop,Retail Food Establishment,Renew,11-16-2013,11-15-2015,10-25-2013,41.91811082,-87.6774867,"(41.91811081880893, -87.67748669726599)"
All Products Automotive,Limited Business License,Renew,01-16-2015,01-15-2017,12-08-2014,41.91502515,-87.74365309,"(41.91502514792234, -87.74365308495607)"
Kildare & 67Th  Marathon,Retail Food Establishment,Renew,10-16-2013,10-15-2015,10-08-2013,41.77139561,-87.72995346,"(41.771395613042536, -87.72995346184388)"
Bp Gas,Tobacco Retail Over Counter,Renew,10-16-2014,10-15-2016,09-11-2014,41.7801029,-87.62971887,"(41.780102897969904, -87.62971886730391)"
Pet Luv Pet Center Inc,Animal Care License,Renew,11-16-2013,11-15-2015,12-19-2013,41.74602292,-87.74110156,"(41.74602291961784, -87.7411015602688)"
Devon Hair Design,Limited Business License,Renew,02-16-2015,02-15-2017,01-27-2015,41.99761259,-87.70289914,"(41.99761258723476, -87.70289914148663)"
L & P Wholesale Candy,Wholesale Food Establishment,Renew,07-16-2013,07-15-2015,05-29-2013,41.76602561,-87.62477633,"(41.76602560513521, -87.624776325687)"
7 Seas Food & Meat Mart,Tobacco Retail Over Counter,Renew,03-16-2015,03-15-2017,03-03-2015,41.77668884,-87.60570035,"(41.77668883611632, -87.60570034929327)"
Rapid Heating & Ac,Limited Business License,Renew,05-16-2013,05-15-2015,05-02-2013,,,
Morrison Construction Company,Limited Business License,Renew,05-16-2013,05-15-2015,05-14-2013,,,
Mirror Mirror Salon,Limited Business License,Renew,09-16-2013,09-15-2015,09-11-2013,41.88429233,-87.64775423,"(41.88429233130129, -87.64775422792819)"
"Slover-Linett Strategies, Inc.",Limited Business License,Renew,06-16-2014,06-15-2016,06-05-2014,41.95745234,-87.67373499,"(41.95745234020083, -87.6737349855478)"
"M.J.B. Decorating, Inc",Limited Business License,Renew,10-16-2014,10-15-2016,09-09-2014,41.99230124,-87.78215294,"(41.99230124031036, -87.78215293750517)"
Juko,Limited Business License,Renew,11-16-2014,11-15-2016,11-12-2014,41.90323563,-87.68096111,"(41.90323563306302, -87.6809611112951)"
Staalsen Construction Co Inc,Limited Business License,Renew,01-16-2015,01-15-2017,12-17-2014,41.91685995,-87.74297552,"(41.91685994601814, -87.74297551642849)"
Turner Accepetance Corporation,Limited Business License,Renew,09-16-2013,09-15-2015,09-11-2013,41.96293179,-87.68887584,"(41.96293178983901, -87.6888758368785)"
Nuevo Leon Restaurant,Consumption on Premises - Incidental Activity,Renew,08-16-2014,08-15-2016,08-15-2014,41.84424328,-87.7170764,"(41.84424327682436, -87.71707639585601)"
"Data Play, Llc",Limited Business License,Issue,10-06-2014,10-15-2016,10-06-2014,41.90080165,-87.62427247,"(41.90080164945196, -87.6242724679302)"
Square One Lounge,Tavern,Renew,08-16-2014,08-15-2016,08-18-2014,41.86400154,-87.62422573,"(41.864001543549804, -87.62422572913968)"
Marco,Regulated Business License,Issue,06-03-2014,06-15-2016,06-03-2014,41.80065347,-87.70796791,"(41.80065347288206, -87.70796791435787)"
"Advanced Billing Collection Specialists, Inc.",Limited Business License,Issue,02-06-2015,02-15-2017,02-06-2015,41.98667789,-87.83935861,"(41.986677891904584, -87.83935860925702)"
K & P Trading Co Inc,Limited Business License,Renew,09-16-2013,09-15-2015,08-12-2013,41.97518617,-87.69214843,"(41.975186171926865, -87.69214843075049)"
Tonsorial Artist Studio,Limited Business License,Issue,10-02-2013,10-15-2015,10-02-2013,41.90915412,-87.77476066,"(41.90915412308314, -87.77476065742981)"
"Mercado Zacatecas, Inc.",Retail Food Establishment,Renew,08-16-2014,08-15-2016,08-20-2014,41.85163354,-87.70707768,"(41.85163354108535, -87.70707768274022)"
Vold Manufacturing Co.,Manufacturing Establishments,Renew,05-16-2013,05-15-2015,05-14-2013,41.91482043,-87.77555967,"(41.91482042670598, -87.77555966968384)"
Lavanderia Y Tintoreria Banda,Limited Business License,Renew,10-16-2013,10-15-2015,10-03-2013,41.78075291,-87.70303971,"(41.780752913203514, -87.70303970938278)"
Robert E. Lee & Sons Co.,Limited Business License,Renew,05-16-2013,05-15-2015,04-03-2013,,,
Hazel Lowe'S Boutique,Limited Business License,Renew,07-16-2014,07-15-2016,09-09-2014,41.73707804,-87.58189084,"(41.73707803940081, -87.58189084444898)"
Integrity Auto Machine,Manufacturing Establishments,Renew,08-16-2013,08-15-2015,08-16-2013,41.93330626,-87.74681223,"(41.93330625514407, -87.74681223340016)"
Los Sauces Grocery,Retail Food Establishment,Renew,05-16-2013,05-15-2015,04-22-2013,41.9312882,-87.77324145,"(41.93128820014796, -87.77324145325423)"
Linly Designs,Limited Business License,Issue,01-15-2014,01-15-2016,01-15-2014,41.91798461,-87.6540629,"(41.91798460818924, -87.65406289791758)"
Easynet,Limited Business License,Issue,10-30-2014,11-15-2016,10-30-2014,41.89568451,-87.63552196,"(41.89568450541442, -87.63552195753783)"
Botanica Lucero Inc.,Limited Business License,Renew,09-16-2013,09-15-2015,08-06-2013,41.96593346,-87.70854466,"(41.96593346120445, -87.7085446599499)"
Neesh By Dar,Limited Business License,Renew,07-16-2013,07-15-2015,05-30-2013,41.96371122,-87.67473075,"(41.96371122382444, -87.67473074524631)"
Garage Sale Shop,Limited Business License,Issue,08-15-2013,09-15-2015,08-15-2013,41.94044991,-87.76641872,"(41.94044991056382, -87.76641871682492)"
The Levee Lounge,Tavern,Renew,01-16-2015,01-15-2017,12-30-2014,41.92435812,-87.72821204,"(41.924358122081486, -87.72821204063166)"
Venus Salon & Spa,Limited Business License,Renew,06-16-2014,06-15-2016,06-16-2014,41.96192136,-87.65211433,"(41.96192135469272, -87.65211432477602)"
Jayanti Tailor,Limited Business License,Renew,05-16-2013,05-15-2015,05-23-2013,41.99721593,-87.6982597,"(41.99721593199419, -87.6982596976296)"
Province,Outdoor Patio,Renew,05-16-2013,05-15-2015,05-15-2013,41.88494458,-87.6426018,"(41.884944581181415, -87.64260180119555)"
Kevin Doolan,Peddler License,Renew,05-16-2014,05-15-2016,05-29-2014,41.94955398,-87.65303991,"(41.94955398308956, -87.65303990846563)"
Barrelhouse Flat,Tavern,Renew,04-16-2015,04-15-2017,03-18-2015,41.92946919,-87.65460557,"(41.92946918480737, -87.6546055689693)"
Robert E. Lee & Sons Co.,Regulated Business License,Renew,05-16-2013,05-15-2015,04-03-2013,,,
"Kaufman Segal Design, Inc.",Limited Business License,Renew,02-16-2014,02-15-2016,12-27-2013,41.89899799,-87.63592067,"(41.89899799424835, -87.63592067312285)"
"Yuki Fashion And Travel, Inc.",Limited Business License,Issue,09-04-2013,09-15-2015,09-04-2013,41.84939295,-87.63208352,"(41.84939294993258, -87.63208351586921)"
International Traditional Karate Association,Limited Business License,Renew,10-16-2013,10-15-2015,08-29-2013,41.95295622,-87.77616352,"(41.95295621906758, -87.77616352044679)"
Jimmy Johns,Retail Food Establishment,Renew,02-16-2014,02-15-2016,03-10-2014,41.90380602,-87.63058113,"(41.903806014540685, -87.63058113117621)"
Ez Tech Computer Repair Inc.,Limited Business License,Issue,01-23-2015,02-15-2017,01-23-2015,41.78649401,-87.69496264,"(41.78649401268019, -87.69496263855457)"
Galyinrose The Salon,Limited Business License,Renew,03-16-2014,03-15-2016,02-11-2014,41.88310908,-87.62697603,"(41.883109078966136, -87.62697603370881)"
"Althoff Industries, Inc.",Regulated Business License,Renew,05-16-2013,05-15-2015,04-25-2013,,,
Velasquez Mufflers And Brakes 4 Less,Motor Vehicle Services License,Renew,06-16-2013,06-15-2015,05-01-2013,41.79904269,-87.73994832,"(41.79904269400616, -87.73994832345731)"
Deljo Heating & Cooling Inc,Limited Business License,Renew,11-16-2013,11-15-2015,10-08-2013,41.93042035,-87.69044052,"(41.930420344800666, -87.6904405186672)"
Luigi Stefani Pizzeria,Consumption on Premises - Incidental Activity,Renew,03-16-2014,03-15-2016,02-13-2014,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
Nails Show Design,Limited Business License,Renew,09-16-2013,09-15-2015,08-06-2013,41.70750277,-87.6086628,"(41.707502764511354, -87.6086627955286)"
Charming Beauty,Limited Business License,Renew,07-16-2014,07-15-2016,05-28-2014,41.75044578,-87.64978682,"(41.750445779466155, -87.6497868218609)"
Kiara Dance Arts Studio,Limited Business License,Issue,10-02-2013,10-15-2015,10-02-2013,41.78635199,-87.70377948,"(41.78635199127106, -87.70377948084149)"
"Ram Roofing Services,  Inc",Limited Business License,Renew,05-16-2013,05-15-2015,04-11-2013,,,
"1St Gear, Inc.",Regulated Business License,Renew,06-16-2014,06-15-2016,05-19-2014,41.95697723,-87.66496446,"(41.956977229335074, -87.66496445918594)"
Chicago Computer Geeks Inc.,Limited Business License,Renew,04-16-2014,04-15-2016,04-03-2014,41.99059616,-87.69182129,"(41.99059615694933, -87.6918212912076)"
Halogen Supply Co,Regulated Business License,Renew,12-16-2013,12-15-2015,11-06-2013,41.9679496,-87.74499119,"(41.96794959476414, -87.7449911849653)"
"Loop Currency Exchange, Llc",Limited Business License,Renew,06-16-2013,06-15-2015,05-31-2013,41.88435919,-87.6340799,"(41.88435919296336, -87.6340799011323)"
Tokyo Lunch Box And Sake Bar,Consumption on Premises - Incidental Activity,Renew,09-16-2014,09-15-2016,09-16-2014,41.87797514,-87.63842217,"(41.87797513796852, -87.63842217104092)"
Express Food Mart Ii,Retail Food Establishment,Issue,03-24-2014,04-15-2016,03-24-2014,41.69257315,-87.62805289,"(41.692573148327895, -87.62805289398561)"
Fairshare Amusement,Regulated Business License,Renew,05-16-2013,05-15-2015,04-10-2013,,,
Midwest Academy,Limited Business License,Renew,06-16-2013,06-15-2015,05-22-2013,41.88067059,-87.62673785,"(41.88067059142545, -87.62673785088802)"
Nando Milano Trattoria,Retail Food Establishment,Renew,05-16-2014,05-15-2016,05-15-2014,41.90324576,-87.68035527,"(41.90324575893042, -87.68035526472148)"
All Tech-Repair Center,Limited Business License,Issue,07-15-2014,07-15-2016,07-15-2014,41.96835426,-87.70747341,"(41.968354257608496, -87.707473405394)"
Mystic Boutique,Limited Business License,Renew,02-16-2015,02-15-2017,02-17-2015,41.95739698,-87.68086301,"(41.95739698189944, -87.68086301392395)"
Ecoco Inc,Manufacturing Establishments,Renew,01-16-2015,01-15-2017,03-03-2015,41.91411746,-87.74947561,"(41.91411746243991, -87.74947560983806)"
Scheck Mechanical Corporation,Limited Business License,Renew,05-16-2013,05-15-2015,04-25-2013,,,
Division Auto Clinic,Motor Vehicle Services License,Renew,10-16-2014,10-15-2016,10-06-2014,41.90284482,-87.69352667,"(41.902844816287356, -87.69352666869713)"
Peter Mccarthy,Regulated Business License,Renew,06-16-2014,06-15-2016,05-21-2014,41.79934083,-87.58536815,"(41.7993408342723, -87.58536814654524)"
"Sewer Poxy, Inc.",Limited Business License,Issue,07-02-2013,07-15-2015,07-02-2013,41.87604543,-87.70027293,"(41.87604542911981, -87.70027292528496)"
La Marguarita Authentic Mexican Food,Retail Food Establishment,Issue,08-18-2014,09-15-2016,08-18-2014,41.96047936,-87.75451899,"(41.96047936330235, -87.75451898801731)"
"E R I Installations, Inc.",Limited Business License,Renew,05-16-2013,05-15-2015,05-14-2013,,,
Lepe,Limited Business License,Renew,06-16-2013,06-15-2015,06-14-2013,41.82384846,-87.68810417,"(41.82384846435953, -87.68810417195301)"
Marcello'S Market & Deli,Retail Food Establishment,Renew,09-16-2014,09-15-2016,09-05-2014,41.88461562,-87.63668236,"(41.88461561705127, -87.63668235780031)"
White Hardware And Paint,Limited Business License,Renew,10-16-2014,10-15-2016,10-14-2014,41.79321616,-87.6449849,"(41.79321616231639, -87.64498490130613)"
Pat'S Car Wash,Limited Business License,Renew,07-16-2013,07-15-2015,08-01-2014,41.69479295,-87.6616245,"(41.69479294607864, -87.66162450216842)"
Siman Media,Regulated Business License,Issue,03-24-2014,04-15-2016,03-24-2014,41.9926642,-87.68865306,"(41.992664195930466, -87.68865306047856)"
Pier 31,Retail Food Establishment,Issue,07-03-2013,07-15-2015,07-03-2013,41.83847699,-87.60815245,"(41.83847698767788, -87.60815244955745)"
"Chicago Cars Us, Inc.",Limited Business License,Issue,12-11-2013,12-15-2015,12-11-2013,41.77720511,-87.80026595,"(41.77720510694663, -87.80026594703112)"
Owins Ventures Inc.,Secondhand Dealer (No Valuable Objects),Issue,11-08-2013,11-15-2015,11-08-2013,41.95376762,-87.72693023,"(41.9537676182827, -87.72693022722171)"
Starbucks Coffee,Consumption on Premises - Incidental Activity,Renew,08-16-2014,05-15-2016,07-18-2014,41.93274653,-87.65392873,"(41.93274652745159, -87.65392873099422)"
The Tokarz Group Advisers Llc,Limited Business License,Renew,09-16-2014,09-15-2016,08-13-2014,41.88071758,-87.63658911,"(41.880717575265145, -87.63658910737162)"
Subway,Retail Food Establishment,Renew,10-16-2014,10-15-2016,10-10-2014,42.00155691,-87.67165232,"(42.00155690675642, -87.67165231818775)"
Good Intentions,Limited Business License,C_Sba,05-27-2014,04-15-2016,05-27-2014,41.91317008,-87.66761443,"(41.91317007724445, -87.66761442943734)"
Piazza Bella Osteria,Retail Food Establishment,Renew,12-16-2014,12-15-2016,12-11-2014,41.94328855,-87.68152785,"(41.943288553820175, -87.68152784547775)"
Upstairs Virgin Hotels,Outdoor Patio,Issue,12-23-2014,01-15-2017,12-23-2014,41.88582829,-87.62613826,"(41.885828292802344, -87.62613826248786)"
Carnitas Don Rafa Inc,Mobile Food License,Renew,06-16-2013,06-15-2015,06-24-2013,41.8093419,-87.70387672,"(41.80934190042302, -87.70387671887354)"
"Crystal Optical And Glasses, Inc.",Limited Business License,Issue,08-15-2013,09-15-2015,08-15-2013,41.81652904,-87.70050291,"(41.81652903528259, -87.70050290946013)"
Szarotka Flowers,Limited Business License,Renew,04-16-2015,04-15-2017,03-17-2015,41.93787688,-87.72161773,"(41.93787687848182, -87.72161772684892)"
Custom Concrete Inc.,Limited Business License,Renew,05-16-2013,05-15-2015,05-01-2013,,,
Tortilleria Atotonilco,Wholesale Food Establishment,Renew,01-16-2014,01-15-2016,01-22-2014,41.81569682,-87.67250478,"(41.81569681850816, -87.67250477799277)"
Winners Sport Bar & Grill Inc,Retail Food Establishment,Renew,05-16-2013,05-15-2015,10-28-2013,41.88023524,-87.77232918,"(41.88023523529787, -87.77232918177985)"
Creative Visions In Marketing,Limited Business License,Renew,05-16-2014,05-15-2016,04-25-2014,41.88807428,-87.6349552,"(41.8880742810662, -87.63495520292739)"
Harry Caray'S Seventh Inning Stretch / Chicago Sports Museum,Retail Food Establishment,Issue,03-17-2014,03-15-2016,03-17-2014,41.89774086,-87.62396132,"(41.897740856252504, -87.62396131598219)"
Parker Miller,Peddler License,Issue,08-06-2013,08-15-2015,08-06-2013,41.93292145,-87.64434854,"(41.93292145205261, -87.64434854414748)"
Diamonds Inc,Limited Business License,Issue,12-02-2014,12-15-2016,12-02-2014,41.88192156,-87.62606306,"(41.88192156256051, -87.62606305984501)"
Marshall'S # 646,Limited Business License,Renew,04-16-2015,04-15-2017,03-18-2015,41.93858787,-87.649396,"(41.93858787262827, -87.64939599454941)"
"Insperity Peo Services, L.P.",Limited Business License,Renew,05-16-2013,05-15-2015,08-14-2013,,,
Halo Salon For Men Bt,Limited Business License,Renew,11-16-2013,11-15-2015,11-13-2013,41.91215161,-87.67735628,"(41.91215160589014, -87.67735628314922)"
Jcbk Citgo Gas Mart Inc.,Filling Station,Renew,12-16-2014,12-15-2016,02-09-2015,41.9373686,-87.70742705,"(41.9373685949426, -87.70742705360291)"
Two Riverside Plaza Jv Lp,Accessory Garage,Renew,02-16-2015,02-15-2017,01-20-2015,41.88200786,-87.6382454,"(41.882007858778465, -87.63824540361531)"
Glorious Sparkle Inc.,Regulated Business License,Issue,08-07-2013,08-15-2015,08-07-2013,41.92419154,-87.75807168,"(41.9241915392716, -87.75807168250051)"
Native Spice Company Llc,Food - Shared Kitchen Long-Term User,Issue,12-23-2014,01-15-2017,12-23-2014,42.00560113,-87.66405168,"(42.00560113317362, -87.66405168096621)"
Victory Networks,Limited Business License,Issue,01-09-2015,01-15-2017,01-09-2015,41.87588847,-87.63188472,"(41.87588847004054, -87.63188472119873)"
World Wide Liquors,Tobacco Retail Over Counter,Renew,10-16-2013,10-15-2015,10-04-2013,41.94353329,-87.80709507,"(41.94353329312121, -87.80709506702468)"
Poag Mahone'S,Consumption on Premises - Incidental Activity,Renew,04-16-2014,04-15-2016,04-07-2014,41.87801449,-87.63318903,"(41.878014487249544, -87.63318903001444)"
Aberdeen Llc,Regulated Business License,Renew,11-16-2014,11-15-2016,10-02-2014,41.91094876,-87.65315955,"(41.910948762561205, -87.65315955127153)"
Nova Cm Corporation,Limited Business License,Renew,05-16-2013,05-15-2015,04-25-2013,,,
Vega Mar Hair Studio,Limited Business License,Renew,01-16-2014,01-15-2016,01-09-2014,41.77741201,-87.79136891,"(41.77741200613026, -87.7913689048977)"
"Mmh & Associates, Ltd.",Regulated Business License,Renew,05-16-2013,05-15-2015,04-24-2013,41.9610483,-87.64697134,"(41.96104829587564, -87.64697134397929)"
Admiral Theatre,Valet Parking Operator,Renew,07-01-2014,06-30-2015,06-26-2014,41.96835954,-87.72726654,"(41.968359543198794, -87.72726653660831)"
7-Eleven,Package Goods,Renew,09-16-2013,09-15-2015,08-13-2013,41.97612112,-87.68930732,"(41.976121121893854, -87.68930731555461)"
Jaiyen Ii,Retail Food Establishment,Renew,07-16-2014,07-15-2016,01-22-2015,41.93937772,-87.6976759,"(41.939377718397786, -87.69767589553513)"
Karen' S K -9' S Chicago,Regulated Business License,Issue,05-16-2013,06-15-2015,05-16-2013,41.94476513,-87.71979347,"(41.944765125065274, -87.71979346861242)"
The Whitehall Hotel,Regulated Business License,Renew,03-16-2015,03-15-2017,03-17-2015,41.89907578,-87.62580952,"(41.89907578039763, -87.62580952351014)"
"Palantir.Net, Inc.",Limited Business License,Renew,04-16-2015,04-15-2017,03-18-2015,41.92180015,-87.67255464,"(41.92180015048516, -87.67255464429327)"
Raimonde Drilling Corp.,Limited Business License,Renew,05-16-2013,05-15-2015,04-02-2013,,,
Panera Cares,Retail Food Establishment,Renew,06-16-2014,06-15-2016,06-13-2014,41.93291622,-87.64460351,"(41.93291622396691, -87.64460350952312)"
Foster Cicero Marathon,Retail Food Establishment,Renew,08-16-2014,08-15-2016,07-01-2014,41.97543839,-87.74814517,"(41.97543839448701, -87.74814516646671)"
Small Stride Academy,Children's Services Facility License,Renew,07-16-2013,07-15-2015,07-05-2013,41.70583515,-87.68145602,"(41.705835153211794, -87.68145602363649)"
Discount Hardware & Supply Inc,Limited Business License,Renew,01-16-2014,01-15-2016,03-31-2014,41.80884018,-87.64079724,"(41.808840176277, -87.6407972366119)"
Public Chicago,Consumption on Premises - Incidental Activity,Renew,07-16-2014,07-15-2016,07-28-2014,41.90586939,-87.62859787,"(41.90586939179599, -87.62859787158342)"
Aviation Port Services L.L.C.,Limited Business License,Renew,12-16-2014,12-15-2016,12-31-2014,41.78932932,-87.74164564,"(41.789329323265385, -87.74164564419637)"
Rachel Marie Wilkes,Peddler License,Issue,08-28-2014,09-15-2016,08-28-2014,41.68545665,-87.67577178,"(41.68545664571714, -87.6757717790599)"
Snappy Convenience Center #2,Retail Food Establishment,Renew,09-16-2013,09-15-2015,09-24-2013,41.82803514,-87.70469773,"(41.828035141054066, -87.70469773161406)"
"Kajtez Fashion Studio, Inc.",Limited Business License,Renew,06-16-2014,06-15-2016,06-25-2014,41.97832267,-87.69245144,"(41.97832267142813, -87.69245143845315)"
Charlie Greene Studio,Limited Business License,Issue,10-09-2013,10-15-2015,10-09-2013,41.88931465,-87.63157607,"(41.88931465339814, -87.63157606860233)"
Room Five Hundred,Retail Food Establishment,Renew,09-16-2014,09-15-2016,10-14-2014,41.87401634,-87.67026083,"(41.874016335282164, -87.67026082839732)"
Palmer House Hilton,Consumption on Premises - Incidental Activity,Renew,04-16-2014,04-15-2016,03-18-2014,41.88066458,-87.62708936,"(41.88066457839605, -87.6270893644417)"
